,label,message
2898,0,ü collecting ur laptop going configure da setting izzit
2899,0,r home come within min
2900,0,aight latest probably closer jay tyler two trip
2901,0,come aftr lt decimal gt cleaning house
2902,1,ur currently pound maximize ur send cash cc po box
2903,0,bill letter expecting one orange bill may still say orange
2904,0,tell pain de
2905,0,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want man gang bang
2906,0,ha know either clever simple thing pear day perfect christmas
2907,0,helloooo wake sweet morning welcome enjoy day full joy gud mrng
2908,0,alrite
2909,0,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow
2910,1,urgent mobile number awarded prize guaranteed call land line claim valid
2911,0,guy go see movie side
2912,0,sorry meeting call later
2913,0,tell thinking plus going stop run
2914,0,kindly send one flat lt decimal gt today
2915,1,sorry u unsubscribe yet mob offer package min term week pls resubmit request expiry reply themob help info
2916,0,nothing lor bit bored dun u go home early sleep today
2917,0,time tell friend around
2918,0,yes fine love safe
2919,0,thanks chikku gud nyt
2920,0,xy ur car u picking
2921,0,thanx time spent bin mint ur baby want u xxxx
2922,0,yo way could pick something tonight
2923,0,sent send
2924,0,fine simply sitting
2925,0,thts god gift bird human hav natural gift frm god
2926,0,coming day class
2927,0,im done studyn library
2928,0,ok u enjoy ur show
2929,0,anything
2930,0,wuld without baby thought alone mite break wan na go crazy everyboy need lady xxxxxxxx
2931,0,wat dear sleeping ah
2932,0,hi test lt gt rd
2933,0,student solved cat question lt gt lt gt lt gt tell answer u r brilliant got answr
2934,0,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody loko night
2935,0,yup n fren lor meeting fren
2936,0,yeah got one lined u
2937,0,stop wondering wow ever going stop tm whenever want mine laugh
2938,0,lol yep yesterday already got fireplace another icon sitting
2939,0,hey booked pilate yoga lesson already haha
2940,0,happen behave like
2941,1,new message please call
2942,0,supervisor find one lor thk student havent ask yet tell u aft ask
2943,0,hello news job making wait fifth week yeah im woozles weasel exeter still home
2944,0,message responce happend
2945,1,currently message awaiting collection collect message call
2946,0,hey babe sorry get sooner gary come fix cause think know go far ptbo say cost lt gt buck know might cheaper find someone second hand machine right let know want babe
2947,0,make fuck sake x
2948,0,leave u always ignorant
2949,0,nope b going sch fri quite early lor co mys si got paper da morn
2950,0,bruce b down amp fletcher
2951,0,said would woke
2952,0,hey free call
2953,0,tell who pls
2954,1,urgent mobile awarded bonus caller prize final attempt contact u call
2955,0,think might give miss teaching til twelve lecture two damn working thing
2956,0,id check like bowl worth left
2957,0,yes many sweet
2958,0,would still cozy exhausted last went school work everything closed
2959,1,u secret admirer reveal think u r special call opt reply reveal stop per msg recd cust care
2960,0,buzzzz grin buzz as buzz chest buzz cock keep phone vibrator feel shake
2961,0,sir send group mail check
2962,0,da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt n half page
2963,0,none nowhere ikno doesdiscount shitinnit
2964,0,dont know jabo abi
2965,1,ever notice driving anyone going slower idiot everyone driving faster maniac
2966,0,yet ya sapna aunty manege hogidhe chinnu full weak swalpa black agidhane
2967,0,good baby
2968,0,neft transaction reference number lt gt r lt decimal gt credited beneficiary account lt gt lt time gt lt gt
2969,0,mostly sport type lyk footbl crckt
2970,0,head dey swell oh thanks making day
2971,0,u make fb list
2972,0,height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt didnt move said made student wont even start datz confidence
2973,0,sary need tim bollox hurt lot tol
2974,0,happy new year princess
2975,0,text carlos let know hang
2976,0,worry easy ingredient
2977,0,love u little pocy bell sorry love u
2978,0,ok omw castor
2979,0,yar lor keep raining non stop u wan go elsewhere
2980,1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min txt orange call
2981,0,u mean u almost done done wif sleeping tot u going take nap yup send liao picking ard smth lor
2982,0,wonder world ur style ur smile ur personality ur nature ur sm ur lovely friendship good morning dear
2983,0,tonight yeah
2984,0,eat fo lunch senor
2985,0,said right giggle saw u would possibly first nvq think much could
2986,0,break time one come n get stuff fr ü
2987,1,reply win weekly professional sport tiger wood play send stop end service
2988,0,see ca see maybe reboot ym seen buzz
2989,0,still grinder
2990,1,polyphonic tone ur mob every week txt tone free get txtin tell ur friend reply hl
2991,0,love decision feeling could decide love life would much simpler le magical
2992,1,hot live fantasy call per min ntt ltd po box croydon national rate call
2993,0,see k
2994,0,list buyer
2995,0,idea guess work hour supposed leave since usual nobody interest figuring shit last second
2996,0,mm entirely sure understood text hey ho weekend
2997,0,released vday shirt u put make bottom half naked instead white underwear
2998,0,know watching film computer
2999,0,thursday
3000,0,oh phone phoned disconnected
3001,0,id onluy matter getting offcampus
3002,1,message free welcome new improved sex dogging club unsubscribe service reply stop msg
3003,0,excellent see riley plan
3004,0,see half hour
3005,1,tkts cup final cash collect call pobox
3006,0,ew one
3007,0,also hi wesley
3008,0,ah see lingo let know wot earth finished making
3009,1,loan purpose homeowner tenant welcome previously refused still help call free text back
3010,1,half price orange line rental call
3011,0,imagine life without see fast u searching worry l always disturb u goodnoon
3012,0,hm good morning headache anyone
3013,0,yeah probs last night obviously catching speak soon
3014,1,free unlimited hardcore porn direct mobile txt porn get free access hr chrgd per day txt stop msg free
3015,0,might go sch yar e salon v boring
3016,0,lt gt min stop somewhere first
3017,0,lt gt fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendship mother father teacher childrens day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas lt gt good morning afternoon evening night rememberi first wishing u raj
3018,0,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting
3019,0,get second half message
3020,0,wat time u wan meet later
3021,0,thank much selflessness love plenty
3022,0,film ill call later
3023,0,dare change ring
3024,0,bad girl lady
3025,0,love ya try budget money better babe gary would freak knew
3026,0,part initiate understand
3027,0,finished lunch already u wake already
3028,0,still game
3029,0,got tallent wasting
3030,0,record one night
3031,0,also sir sent email log usc payment portal send another message explain thing back home great weekend
3032,0,gon na let know co come bak holiday day coming number
3033,0,jokin lar depends phone father get lor
3034,0,aight lem know
3035,0,get ready lt gt inch pleasure
3036,0,raji pls favour pls convey birthday wish nimya pls today birthday
3037,0,feel like john lennon
3038,0,co darren say ü considering mah ask ü
3039,0,bothering trust answer pls
3040,0,wishing family merry x ma happy new year advance
3041,0,one day crab running sea shore wave came n cleared footprint crab crab asked frnd r u clearing beautiful footprint wave replied fox following ur footprint catch thats cleared frndsship never let u dwn gud nyt
3042,0,aight time want come
3043,0,slaaaaave must summon time wish come anymore
3044,0,bill thats bad
3045,0,let know change next even appendix age range however impossible chill let know
3046,0,hello yeah got bath need hair come done yeah
3047,0,weather
3048,0,much though h friday cant wait dunno wot hell im gon na another week become oh wait already done
3049,0,die e toot fringe
3050,0,lol know awesome phone could click delete right want
3051,0,ok
3052,0,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite
3053,0,please leave topic sorry telling
3054,0,pls send correct name da
3055,0,happened yo date
3056,1,eastenders tv quiz flower dot compare violet tulip lily txt e f chance win cash
3057,0,webpage available
3058,0,woke yeesh late fall asleep til lt gt
3059,1,unsubscribed service get ton sexy babe hunk straight phone go http subscription
3060,0,dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team detail
3061,0,k k tomorrow onwards started ah
3062,0,u talking bout early morning almost noon
3063,0,fine remember
3064,1,hi babe jordan r u im home abroad lonely text back u wan na chat xxsp text stop stopcost
3065,0,many buy
3066,0,sound good keep posted
3067,1,get brand new mobile phone agent mob plus load goody info text mat
3068,0,april cant wait
3069,0,boy best get yo as quick
3070,0,ay wana meet sat ü wkg sat
3071,0,wait till bus pick
3072,0,apart one told yesterday
3073,0,ok lor buy wat
3074,0,somebody go andros steal ice
3075,0,know msg recently
3076,0,take u shopping mark distract
3077,0,mum hope great day hoping text meet well full life great day abiola
3078,0,sense foot penis
3079,0,okay thought expert
3080,0,deep sigh miss really surprised gone net cafe yet get miss
3081,0,thinl role like standing others hit
3082,0,great trip india bring light everyone project everyone lucky see smile bye abiola
3083,0,importantly discus u
3084,0,k k training process
3085,0,ok lor ned go toa payoh return smth u wan send wat
3086,0,da car park
3087,0,wish holding tightly making see important much mean much need life
3088,0,asked anthony dad bf
3089,0,wana fal luv vth book bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud
3090,0,sunday holiday work
3091,0,going take bath ill place key window
3092,1,lord ring return king store reply lotr june chance win lotr soundtrack cd stdtxtrate reply stop end txts
3093,0,dear take care reaching u lot
3094,0,
3095,0,emigrated something ok maybe bit hopeful
3096,0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore
3097,0,walked mom right stagwood pas right winterstone left victor hill address lt gt
3098,0,yo jp hungry like mofo
3099,0,creepy crazy
3100,0,ok din get ur msg
3101,0,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas
3102,0,pathaya enketa maraikara pa
3103,0,even friend priest call
3104,0,u lousy run already come back half dead hee
3105,0,said bad dat e gal know u wat u
3106,0,remind hr
3107,0,hoping would send message rent due dont enough reserve completely gone loan need hoping could balance lt gt way could get till mid march hope pay back
3108,0,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks
3109,0,hello hun ru way im good date guy met walkabout far meet soon hows everyone else
3110,0,lol gon na last month cashed left lt gt case collecting week cause announced blog
3111,1,good luck draw take place feb good luck removal send stop customer service
3112,0,short cute good person dont try prove gud mrng
3113,0,decided yet eh
3114,0,wat time liao still got
3115,0,yes watching footie worried going blow phil neville
3116,0,wait ü inside da car park
3117,0,uncle abbey happy new year abiola
3118,0,free call pa
3119,0,r u saying order slipper co pay returning
3120,0,stop knowing well
3121,0,good evening roger
3122,0,small problem auction punj asking tiwary
3123,1,free entry weekly comp chance win ipod txt pod get entry std txt rate c apply detail
3124,0,telling tell one treat hi hi hi
3125,0,uncle atlanta wish guy great semester
3126,1,wk free tone u wk txt nokia classic nokia tone hit polys
3127,0,u coming pick
3128,0,thats cool liked photo sexy
3129,0,would u fuckin believe didnt know thurs pre booked cancelled need b sacked
3130,0,haha better late ever way could swing
3131,0,finish
3132,1,lookatme thanks purchase video clip lookatme charged think better send video mmsto
3133,0,barred b q store life twat orange dungerees came asked wanted decking got first punch
3134,0,message food
3135,0,ok going sleep hope meet
3136,0,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
3137,0,let know detail fri u find co tom mentionned chinese thanks
3138,0,right think
3139,0,wat r u
3140,0,ur lecture
3141,1,sexy sexy cum text im wet warm ready porn u fun msg free recd msg inc vat cancel text stop
3142,0,customer place call
3143,0,planned yet going join company jan know happen
3144,0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano
3145,0,haha heard text around
3146,0,get tomorrow send
3147,0,shit babe thasa bit messed shudvetold urgran know neway illspeak wen im asleep
3148,0,oh thats late well good night give u call tomorrow iam going go sleep night night
3149,0,cheer u tex mecause u werebored yeah okden hunny r uin wk sat likeyour havin j keep updat countinlots loveme xxxxx
3150,0,sorry meeting call later
3151,0,yo howz u girl never rang india l
3152,0,yeah worse
3153,1,hard live chat choose girl connect live call cheap chat uk biggest live service vu
3154,0,tagged friend seemed count friend
3155,1,heard call rude chat private line cum wan pic gettin shagged text pix send stop sam xxx
3156,0,ok
3157,0,long time remember today
3158,0,havent shopping lor juz arrive
3159,0,thank better work cause feel used otherwise
3160,0,challenge know
3161,0,much ur hdd casing cost
3162,0,mystery solved opened email sent another batch sweetie
3163,0,ca describe lucky actually awake noon
3164,1,time tried contact u prize claim call sm
3165,0,today sorry ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault basically good
3166,0,cheer card time year already
3167,1,hot live fantasy call per min ntt ltd po box croydon k
3168,0,people see msg think iam addicted msging wrong bcoz know iam addicted sweet friend bslvyl
3169,0,ugh hopefully asus ppl dont randomly reformat
3170,0,seen facebook huh lol
3171,0,mah b pick tomorrow
3172,0,still otside le u come maga
3173,0,u still plumber tape wrench could borrow
3174,1,dear voucher holder claim week offer pc please go http t c apply
3175,0,vl bcum difficult
3176,1,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x
3177,0,havent still waitin usual ü come back sch oredi
3178,0,meeting da call
3179,0,k k watch film
3180,0,cinema plus drink appeal tomo fr thriller director like mac
3181,0,size elephant tablet u shove um ur as
3182,0,many people seems special first sight remain special till last sight maintain till life end take cr da
3183,0,parent kidz friend n colleague screaming surprise waiting sofa naked
3184,0,dunno juz askin co got card got salon called hair sense tot da one ü cut ur hair
3185,0,good morning pookie pie lol hope wake u
3186,0,maybe woke fucking would problem
3187,0,happy birthday lot nri
3188,0,howz person story
3189,1,time tried contact u pound prize claim easy call per min
3190,0,lt gt going get
3191,0,hi neva worry bout da truth coz truth lead ur heart least unique person like u deserve sleep tight morning
3192,1,ur awarded city break could win summer shopping spree every wk txt store
3193,0,ur paper today e morn aft
3194,0,lick every drop ready use mouth well
3195,0,expect whenever text hope go well tomo
3196,0,great p diddy neighbor come toothpaste every morning
3197,0,av new number wil u use one ta
3198,0,poking man everyday teach canada abi saying hi
3199,0,lor change suntec wat time u coming
3200,0,seeing online shop asked
3201,0,curious cuz asked
3202,0,working
3203,0,okay lor wah like def wont let u go haha say term condition
3204,0,haha yup hopefully lose kg mon hip hop go orchard weigh
3205,0,good r u working
3206,0,oh yes little weather kind coccooning home
3207,0,home also
3208,0,phone weirdest auto correct
3209,0,oops phone died even know yeah like better
3210,0,havent mu ask u wat meet lunch den u n meet already lor u wan go ask da ge confirm w asap
3211,0,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
3212,0,oh yeah hav great time postcard look girl im gone u know talkin bout xx
3213,0,got divorce lol
3214,0,ur pin
3215,0,babe got enough money pick bread milk give back get home
3216,0,want snow freezing windy
3217,1,urgent trying contact today draw show prize guaranteed call land line claim valid
3218,0,come mahal bus stop lt decimal gt
3219,0,know week going tirunelvai da
3220,0,baby promise treat well bet take good care
3221,0,like hotel dusk game think solve puzzle area thing
3222,1,thanks ringtone order reference number mobile charged tone arrive please call customer service
3223,0,hi love go day fuck morning woke dropped cell way stair seems alright phews miss
3224,0,well must pain catch
3225,0,sorry da mistake
3226,0,need coz never go
3227,0,rose red red blood blood heart heart u send ti ur friend including u like u get back r poor relation need support r frnd many luvs u praying god marry try
3228,0,knew time murder exactly
3229,1,six chance win cash pound txt send cost tsandcs apply reply hl info
3230,1,ur currently pound maximize ur send collect cc po box
3231,0,feel like dick keep sleeping text facebook message sup town
3232,0,plm come da way
3233,0,guess want alone time could show watch
3234,0,height recycling read people spend time earning money money spent spending time good morning keep smiling
3235,0,yup ü comin
3236,0,yes princess toledo
3237,0,aight text back mu swing need somebody get door
3238,0,ron say fri leh n said ding tai feng cant make reservation said wait lor
3239,0,good swimsuit allowed
3240,0,okay soon best
3241,0,cute thought friendship necessary share every secret ur close frnd watever u shared true
3242,0,ok sent u da latest version da project
3243,0,good morning dear great amp successful day
3244,0,pls accept one day begging change number
3245,0,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u
3246,0,ok anybody asks abt u tel
3247,0,funny fact nobody teach volcano erupt tsunami arise hurricane sway aroundn teach hw choose wife natural disaster happens
3248,0,gon na ring weekend wot
3249,0,also track lighter find
3250,0,sorry ca help
3251,0,babe need advice
3252,0,leave around four ok
3253,0,come medical college forward da
3254,0,k k good going
3255,0,make lasagna vodka
3256,0,hi kate u give ring asap xxx
3257,0,people tour thought sofa thing sent curious sugar
3258,0,told going got drunk
3259,0,fucking chickened messaged would late woould buzz hear word
3260,1,congratulation thanks good friend u xmas prize claim easy call per minute
3261,0,always looking excuse city
3262,0,yup still coffee wif frens fren drove give lift
3263,0,shore takin bus
3264,0,u gon na get deus ex
3265,0,send email mind lt gt time per night
3266,1,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
3267,0,tap spile seven pub gas st broad st canal ok
3268,0,ok come n pick u engin
3269,0,never wanted tell short late
3270,0,raviyog peripheral bhayandar east
3271,0,k actually guy meet sunoco howard right way
3272,1,new voicemail please call
3273,0,moon come color dream star make musical sm give warm peaceful sleep good night
3274,0,finished eating got u plate leftover time
3275,0,thanx lot
3276,0,hurry home u big butt hang last caller u food done starving ask cooked
3277,0,lol right diet everyday cheat anyway meant fatty
3278,0,great day beautiful one
3279,0,happened interview
3280,0,solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cooking picking vegetable went post office went play went marriage police arrested murderer immediately reply reason u r brilliant
3281,0,badrith chennai surely pick u competition
3282,0,tot group mate lucky havent reply wat time ü need leave
3283,0,hey around got enough half ten owe
3284,0,hey tmr maybe meet yck
3285,0,alrite sam nic checkin ur
3286,0,making easy pay back lt gt yr say pay back earlier get
3287,0,worry sure get
3288,0,gas station like block away house drive right since armenia end swann take howard
3289,1,someone u know asked dating service contact cant guess call revealed pobox
3290,1,camera awarded sipix digital camera call fromm landline delivery within day
3291,0,tuition hm go one mind
3292,0,smoking people use wylie smoke much justify ruining shit
3293,0,dear good morning feeling dear
3294,0,little med say take every hour pain back took another hope die
3295,0,beautiful tomorrow never come come already today hunt beautiful tomorrow waste wonderful today goodmorning
3296,0,dunno lei ü decide lor abt leona oops tot ben going n msg
3297,0,hi moved pub would great c u u cud come
3298,1,today voda number ending selected receive award hava match please call quoting claim code standard rate app
3299,1,message free welcome new improved sex dogging club unsubscribe service reply stop msg
3300,0,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack joke
3301,0,ever easier
3302,1,rct thnq adrian u text rgds vatian
3303,0,stop calling everyone saying might cancer throat hurt talk ca answering everyones call get one call babysitting monday
3304,0,tough
3305,0,im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
3306,0,ee msg na poortiyagi odalebeku hanumanji name ee name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra lt gt true neglet
3307,0,hi darlin finish u pick meet text back number luv kate xxx
3308,0,set place heart mind mind easily forgets heart always remember wish happy valentine day
3309,0,surprised still guess right lor
3310,0,okie ü wan meet bishan co bishan driving today
3311,0,oh ho first time u use type word
3312,0,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u
3313,0,know serving mean
3314,0,huh hyde park mel ah opps got confused anyway tt e best choice den juz take
3315,0,oh gei happend tron maybe ill dl
3316,1,free message activate free text message replying message word free term condition visit
3317,0,know girl always safe selfish know got thank good night
3318,0,worry hope photo shoot went well spiffing fun workage
3319,0,freezing craving ice fml
3320,0,kay since already
3321,0,eh sorry leh din c ur msg sad already lar watching tv u still office
3322,0,yo im right yo work
3323,0,ok darlin supose ok worry film stuff mate babysit call
3324,0,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
3325,0,wake since checked stuff saw true available space pls call embassy send mail
3326,0,nope juz work
3327,0,huh fast dat mean u havent finished painting
3328,0,number u live
3329,0,put party day week study lightly think need draw custom checkboxes know hardcore
3330,0,sac score big set batsman
3331,0,send yetty number pls
3332,0,much cost approx per month
3333,0,ok theory test ü going book think may coz thought wan na go jiayin isnt free
3334,1,contacted dating service someone know find call land line
3335,0,fine give call know want question
3336,0,sorry got late start way
3337,0,u go back urself lor
3338,0,gas station go
3339,0,k u bored come home
3340,0,babe love cover face kiss
3341,0,like made throw smoking friend car one time awesome
3342,0,still checked
3343,0,go walmart stay
3344,0,forgotten might couple buck send tomorrow k love ya
3345,0,oh great disturb talk
3346,0,reverse cheating mathematics
3347,0,u welcome caught u using broken english
3348,0,problem baby good time talk called left message
3349,0,sorry call later
3350,0,oh brand
3351,0,sorry cant take call right happens r wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
3352,0,time coming
3353,0,call say coming today ok tell fool like ok
3354,0,emailed yifeng part oredi ü get fr
3355,0,r u sure understand wine good idea slurp
3356,0,minimum walk day
3357,0,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
3358,0,brainless baby doll vehicle sariyag drive madoke barolla
3359,0,run away frm u walk slowly amp kill u care enough stop
3360,1,sorry missed call let talk time
3361,0,please attend phone
3362,0,hate call didnt accept even single call mine even messaged
3363,0,message phone holding
3364,0,free
3365,0,yo trip got postponed still stocked
3366,0,sorry call later
3367,0,waiting call sir
3368,0,hey reply pa
3369,0,hey elaine today meeting still
3370,0,sorry gone place tomorrow really sorry
3371,0,tiime let hug break tear
3372,0,tomorrow going theatre come wherever u call tell come tomorrow
3373,0,electricity went fml
3374,0,look like found something smoke great job
3375,0,also andros ice etc etc
3376,0,
3377,0,good afternon love today hope good maybe interview wake miss babe passionate kiss across sea
3378,0,yup wun believe wat u really neva c e msg sent shuhui
3379,0,hows watch resizing
3380,0,dear umma called
3381,0,finished missing plenty
3382,1,complimentary star ibiza holiday cash need urgent collection landline lose
3383,0,well meant opposed drunken night
3384,0,k must book huh going yoga basic sunday
3385,1,free msg billed mobile number mistake shortcode call charge call free bt landline
3386,0,ok
3387,0,oops mum somerset bit far back tomo see soon x
3388,0,u workin overtime nigpun
3389,0,kallis dismissial test
3390,0,guess got screwd
3391,1,please call immediately urgent message waiting
3392,0,meeting call later
3393,0,r u cooking dinner
3394,0,ok thanx
3395,0,bull plan go floating ikea without care world live mess another day
3396,0,buy
3397,1,urgent mobile number awarded bonus caller prize call land line valid
3398,0,heehee funny tho
3399,0,simple arithmetic percentage
3400,0,yeah would leave hour least sound
3401,1,valued customer pleased advise following recent review mob awarded bonus prize call
3402,0,thanks honey great day
3403,0,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
3404,0,good night dear sleepwell amp take care
3405,0,ü ask dad pick ü lar ü wan stay meh
3406,0,jus chillaxin
3407,0,hey da cool iknow wellda peril studentfinancial crisis spk u
3408,0,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
3409,1,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
3410,0,whats coming hill monster hope great day thing r going fine busy though
3411,0,joy father john john joy father u an th hav lt gt iq ti ia question try answer
3412,0,ill obey
3413,0,didnt search online let know
3414,0,need go get
3415,0,pic please
3416,0,remains bro amongst bros
3417,0,uhhhhrmm isnt tb test bad youre sick
3418,0,haf enuff space got like mb
3419,1,life never much fun great came made truly special wo forget enjoy one
3420,1,want new video phone anytime network min inclusive video call downloads per week free deltomorrow call reply
3421,1,valued customer pleased advise following recent review mob awarded bonus prize call
3422,1,welcome please reply age gender begin
3423,1,freemsg unlimited free call activate smartcall txt call unlimited call help stop txt stop landlineonly
3424,1,mobile mths update latest orange phone free save free call text yes callback orno opt
3425,1,new club dont fink met yet b c u please leave msg wiv ur area reply promised carlie x
3426,0,true easier
3427,0,sure since parent working tuesday really need cover story
3428,0,haha okay today weekend leh
3429,0,hi darlin youphone im athome youwanna chat
3430,0,know jack shit anything something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
3431,0,always brainy one
3432,0,yeah get random dude need change info sheet party lt gt never study safe
3433,1,camera awarded sipix digital camera call fromm landline delivery within day
3434,0,christmas occasion celebrated reflection ur value desire affection amp tradition ideal christmas
3435,0,sending greeting joy happiness evening
3436,0,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
3437,0,india win level series mean record
3438,0,plan
3439,0,good hear
3440,0,awesome deal gate charles told last night uh yeah
3441,0,time thinkin goin
3442,1,get free mobile video player free movie collect text go free extra film ordered c apply yr
3443,1,save money wedding lingerie choose superb selection national delivery brought weddingfriend
3444,0,board working fine issue overheating also reslove still software inst pending come around clock
3445,0,yes care cause know
3446,0,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
3447,0,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
3448,0,sitting ard nothing lor u leh busy w work
3449,0,lt gt k oh send home sale
3450,0,sorry mail
3451,0,ya telling abt tht incident
3452,0,yes outside like hour called whole family wake cause started
3453,0,ugh got outta class
3454,0,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur book masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
3455,0,dont file bag work called tell find anything room
3456,0,need lar jus testing e phone card dunno network gd thk waiting si finish bathing bathe dun disturb u liao u cleaning ur room
3457,0,right later
3458,0,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud
3459,0,lunch come quickly open door
3460,1,heard call night knickers make beg like u last time xx luv
3461,0,back bit long co accident divert via brilliant weekend thanks speak soon lot love
3462,0,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
3463,1,bloomberg center wait apply future http
3464,0,seeking lady street freak sheet
3465,0,phone
3466,0,haha figure well found piece priscilla bowl
3467,0,actually fuck whatever find excuse tampa point january though
3468,1,urgent trying contact today draw show prize guaranteed call land line claim
3469,0,yay finally lol missed cinema trip last week
3470,0,day working day except saturday sunday
3471,0,aathi dear
3472,0,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream
3473,0,think waiting bus inform get ever get
3474,0,getting back time soon
3475,0,thing quick question
3476,0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
3477,0,probably come everybody done around lt gt right
3478,0,got new year co yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended
3479,0,ask around lot term mids
3480,0,sure check yahoo email sent photo yesterday
3481,0,looking
3482,0,wherre boytoy
3483,1,want new video anytime network min text five pound per week call reply delivery tomorrow
3484,0,hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss
3485,0,tell bad character u dnt lik try change lt gt add tat new year resolution waiting ur frank good morning
3486,0,got rumour going buy apartment chennai
3487,0,yeah probably earlier
3488,0,change window logoff sound
3489,0,still checked
3490,0,also came room
3491,0,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
3492,0,ok
3493,0,reach office around lt decimal gt amp mobile problem get voice call asa free
3494,0,cool text head
3495,1,contacted dating service someone know find call land line
3496,1,win westlife u currently tour unbreakable untamed unkempt text cost text
3497,0,happy birthday may u find ur prince charming soon n dun work hard
3498,0,oh grand bit party mention cover charge probably first come first served
3499,0,said went back bed ca sleep anything
3500,0,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
3501,1,dorothy bank granite issue explosive pick member nasdaq symbol cdgt per
3502,0,say lt gt year old man money last lt gt still waiting check
3503,0,come ur home
3504,0,free day finish mon n thurs
3505,0,food
3506,0,life alle mone eppolum oru pole allalo
3507,0,nite
3508,0,two fundamental cool life walk like king walk like dont care whoever king gud nyt
3509,0,camera quite good pixel doom lovely holiday safe hope hav good journey happy new year see couple week
3510,0,hi petey ok wanted chat coz avent spoken u long ur doin good nit j love ya
3511,0,saw ron burgundy captaining party boat yeah
3512,0,serious money base
3513,0,already one guy loving
3514,0,staff placement training amrita college
3515,0,always chat fact need money raise
3516,0,job profile seems like bpo
3517,0,well give co said one nighters persevered found one cheap apologise advance somewhere sleep isnt
3518,0,think actually talk call bos morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
3519,0,willing go apps class
3520,0,hanging brother family
3521,0,reach telling dont know
3522,0,hey going quit soon xuhui working till end month
3523,0,im sorry bout last nite ur fault spouse pmt sumthin u think u shldxxxx
3524,0,try neva mate
3525,0,yeah pretty much best case scenario
3526,0,free today haf pick parent tonite
3527,0,hey babe far spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call im bk frmcloud j x
3528,0,send naughty pix
3529,1,winner guaranteed caller prize final attempt contact claim call
3530,1,xmas new year eve ticket sale club day till thurs fri sat night week selling fast
3531,0,tyler getting leave long get like hour
3532,0,prepare pounded every night
